,Sub_metering_3Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
7408,21/12/2006,20:52:00,2.164,0.258,233.97,9.2,0.0,2.0,17.0
7409,21/12/2006,20:53:00,2.198,0.264,235.73,9.4,0.0,1.0,17.0
7410,21/12/2006,20:54:00,2.402,0.262,236.01,10.2,0.0,1.0,17.0
7411,21/12/2006,20:55:00,2.424,0.26,235.86,10.2,0.0,1.0,17.0
7412,21/12/2006,20:56:00,2.4,0.176,236.41,10.2,0.0,2.0,17.0
7413,21/12/2006,20:57:00,2.268,0.138,236.72,9.6,0.0,1.0,17.0
7414,21/12/2006,20:58:00,2.224,0.14,236.81,9.4,0.0,1.0,18.0
7415,21/12/2006,20:59:00,2.24,0.138,236.04,9.4,0.0,1.0,17.0
7416,21/12/2006,21:00:00,2.314,0.14,236.56,9.8,0.0,2.0,17.0
7417,21/12/2006,21:01:00,1.912,0.078,236.85,8.0,0.0,0.0,17.0
7418,21/12/2006,21:02:00,1.858,0.0,237.07,7.8,0.0,0.0,17.0
7419,21/12/2006,21:03:00,1.868,0.0,237.72,7.8,0.0,0.0,18.0
7420,21/12/2006,21:04:00,1.934,0.0,237.29,8.0,0.0,0.0,17.0
7421,21/12/2006,21:05:00,1.974,0.0,237.41,8.2,0.0,0.0,17.0
7422,21/12/2006,21:06:00,1.982,0.0,237.95,8.2,0.0,0.0,18.0
7423,21/12/2006,21:07:00,1.986,0.0,238.25,8.2,0.0,0.0,17.0
7424,21/12/2006,21:08:00,1.98,0.0,237.91,8.2,0.0,0.0,17.0
7425,21/12/2006,21:09:00,1.978,0.0,237.74,8.2,0.0,0.0,18.0
7426,21/12/2006,21:10:00,1.918,0.0,236.63,8.0,0.0,0.0,17.0
7427,21/12/2006,21:11:00,1.864,0.0,237.01,7.8,0.0,0.0,17.0
7428,21/12/2006,21:12:00,1.876,0.0,237.76,7.8,0.0,0.0,17.0
7429,21/12/2006,21:13:00,1.89,0.0,238.7,7.8,0.0,0.0,18.0
7430,21/12/2006,21:14:00,1.884,0.0,238.32,7.8,0.0,0.0,17.0
7431,21/12/2006,21:15:00,1.878,0.0,237.88,7.8,0.0,0.0,17.0
7432,21/12/2006,21:16:00,1.872,0.0,237.55,7.8,0.0,0.0,18.0
7433,21/12/2006,21:17:00,1.878,0.0,237.97,7.8,0.0,0.0,17.0
7434,21/12/2006,21:18:00,1.682,0.0,238.05,7.0,0.0,0.0,17.0
7435,21/12/2006,21:19:00,1.364,0.0,238.12,5.6,0.0,0.0,18.0
7436,21/12/2006,21:20:00,1.406,0.088,237.47,5.8,0.0,0.0,17.0
7437,21/12/2006,21:21:00,1.392,0.084,236.59,5.8,0.0,0.0,17.0
7438,21/12/2006,21:22:00,1.402,0.088,237.72,5.8,0.0,0.0,18.0
7439,21/12/2006,21:23:00,1.406,0.09,238.27,5.8,0.0,0.0,17.0
7440,21/12/2006,21:24:00,1.4,0.088,237.81,5.8,0.0,0.0,17.0
7441,21/12/2006,21:25:00,1.406,0.092,238.48,5.8,0.0,0.0,18.0
7442,21/12/2006,21:26:00,1.44,0.116,238.56,6.0,0.0,0.0,17.0
7443,21/12/2006,21:27:00,1.478,0.192,238.48,6.2,0.0,0.0,18.0
7444,21/12/2006,21:28:00,1.48,0.194,238.76,6.2,0.0,0.0,17.0
7445,21/12/2006,21:29:00,1.178,0.194,238.21,5.4,0.0,0.0,13.0
7446,21/12/2006,21:30:00,0.428,0.204,238.88,2.0,0.0,0.0,0.0
7447,21/12/2006,21:31:00,0.428,0.206,239.12,2.0,0.0,0.0,0.0
7448,21/12/2006,21:32:00,0.41,0.206,239.08,1.8,0.0,0.0,0.0
7449,21/12/2006,21:33:00,0.364,0.21,239.93,1.6,0.0,0.0,0.0
7450,21/12/2006,21:34:00,0.362,0.208,239.39,1.6,0.0,0.0,0.0
7451,21/12/2006,21:35:00,0.344,0.18,237.45,1.6,0.0,0.0,0.0
7452,21/12/2006,21:36:00,0.22,0.0,237.3,1.0,0.0,0.0,0.0
7453,21/12/2006,21:37:00,0.196,0.0,238.11,0.8,0.0,0.0,0.0
7454,21/12/2006,21:38:00,0.194,0.0,238.22,0.8,0.0,0.0,0.0
7455,21/12/2006,21:39:00,0.196,0.0,238.61,0.8,0.0,0.0,0.0
7456,21/12/2006,21:40:00,0.196,0.0,238.52,0.8,0.0,0.0,0.0
7457,21/12/2006,21:41:00,0.196,0.0,238.49,0.8,0.0,0.0,0.0
7458,21/12/2006,21:42:00,0.196,0.0,238.61,0.8,0.0,0.0,0.0
7459,21/12/2006,21:43:00,0.196,0.0,238.81,0.8,0.0,0.0,0.0
7460,21/12/2006,21:44:00,0.194,0.0,237.88,0.8,0.0,0.0,0.0
7461,21/12/2006,21:45:00,0.194,0.0,238.17,0.8,0.0,0.0,0.0
7462,21/12/2006,21:46:00,0.196,0.0,238.46,0.8,0.0,0.0,0.0
7463,21/12/2006,21:47:00,0.196,0.0,238.56,0.8,0.0,0.0,0.0
7464,21/12/2006,21:48:00,0.196,0.0,238.82,0.8,0.0,0.0,0.0
7465,21/12/2006,21:49:00,0.196,0.0,239.19,0.8,0.0,0.0,0.0
7466,21/12/2006,21:50:00,0.196,0.0,239.91,0.8,0.0,0.0,0.0
7467,21/12/2006,21:51:00,0.196,0.0,239.63,0.8,0.0,0.0,0.0
7468,21/12/2006,21:52:00,0.196,0.0,239.25,0.8,0.0,0.0,0.0
7469,21/12/2006,21:53:00,0.196,0.0,238.99,0.8,0.0,0.0,0.0
7470,21/12/2006,21:54:00,0.196,0.0,239.23,0.8,0.0,0.0,0.0
7471,21/12/2006,21:55:00,0.194,0.0,238.69,0.8,0.0,0.0,0.0
7472,21/12/2006,21:56:00,0.196,0.0,239.54,0.8,0.0,0.0,0.0
7473,21/12/2006,21:57:00,0.196,0.0,240.08,0.8,0.0,0.0,0.0
7474,21/12/2006,21:58:00,0.196,0.0,239.38,0.8,0.0,0.0,0.0
7475,21/12/2006,21:59:00,0.196,0.0,239.34,0.8,0.0,0.0,0.0
7476,21/12/2006,22:00:00,0.294,0.07,239.08,1.4,0.0,0.0,0.0
7477,21/12/2006,22:01:00,0.31,0.104,238.81,1.4,0.0,0.0,0.0
7478,21/12/2006,22:02:00,0.308,0.108,239.59,1.4,0.0,0.0,0.0
7479,21/12/2006,22:03:00,0.306,0.108,239.46,1.4,0.0,0.0,0.0
7480,21/12/2006,22:04:00,0.302,0.108,239.61,1.2,0.0,0.0,0.0
7481,21/12/2006,22:05:00,0.296,0.108,239.78,1.2,0.0,0.0,0.0
7482,21/12/2006,22:06:00,0.294,0.108,240.0,1.2,0.0,0.0,0.0
7483,21/12/2006,22:07:00,0.296,0.112,240.72,1.2,0.0,0.0,0.0
7484,21/12/2006,22:08:00,0.294,0.112,240.98,1.2,0.0,0.0,0.0
7485,21/12/2006,22:09:00,0.3,0.112,240.93,1.2,0.0,0.0,0.0
7486,21/12/2006,22:10:00,0.3,0.114,241.26,1.2,0.0,0.0,0.0
7487,21/12/2006,22:11:00,0.298,0.112,240.81,1.2,0.0,0.0,0.0
7488,21/12/2006,22:12:00,0.298,0.114,241.44,1.2,0.0,0.0,0.0
7489,21/12/2006,22:13:00,0.298,0.116,241.78,1.2,0.0,0.0,0.0
7490,21/12/2006,22:14:00,0.372,0.19,241.19,1.8,0.0,0.0,0.0
7491,21/12/2006,22:15:00,0.374,0.216,241.11,1.8,0.0,0.0,0.0
7492,21/12/2006,22:16:00,0.314,0.132,241.74,1.4,0.0,0.0,0.0
7493,21/12/2006,22:17:00,0.282,0.088,242.19,1.2,0.0,0.0,0.0
7494,21/12/2006,22:18:00,0.282,0.09,242.68,1.2,0.0,0.0,0.0
7495,21/12/2006,22:19:00,0.28,0.086,242.24,1.2,0.0,0.0,0.0
7496,21/12/2006,22:20:00,0.276,0.084,241.53,1.2,0.0,0.0,0.0
7497,21/12/2006,22:21:00,0.276,0.084,241.65,1.2,0.0,0.0,0.0
7498,21/12/2006,22:22:00,0.238,0.0,241.79,1.0,0.0,0.0,0.0
7499,21/12/2006,22:23:00,0.204,0.0,242.42,0.8,0.0,0.0,0.0
7500,21/12/2006,22:24:00,0.204,0.0,242.51,0.8,0.0,0.0,0.0
7501,21/12/2006,22:25:00,0.206,0.0,243.0,0.8,0.0,0.0,0.0
7502,21/12/2006,22:26:00,0.208,0.0,244.08,0.8,0.0,0.0,0.0
7503,21/12/2006,22:27:00,0.208,0.0,244.0,0.8,0.0,0.0,0.0
7504,21/12/2006,22:28:00,0.206,0.0,244.09,0.8,0.0,0.0,0.0
7505,21/12/2006,22:29:00,0.208,0.0,244.1,0.8,0.0,0.0,0.0
7506,21/12/2006,22:30:00,0.206,0.0,243.49,0.8,0.0,0.0,0.0
7507,21/12/2006,22:31:00,0.208,0.0,244.17,0.8,0.0,0.0,0.0
7508,21/12/2006,22:32:00,0.206,0.0,243.8,0.8,0.0,0.0,0.0
7509,21/12/2006,22:33:00,0.198,0.0,243.15,0.8,0.0,0.0,0.0
7510,21/12/2006,22:34:00,0.198,0.0,242.78,0.8,0.0,0.0,0.0
7511,21/12/2006,22:35:00,0.2,0.0,243.43,0.8,0.0,0.0,0.0
7512,21/12/2006,22:36:00,0.202,0.0,244.5,0.8,0.0,0.0,0.0
7513,21/12/2006,22:37:00,0.2,0.0,244.17,0.8,0.0,0.0,0.0
7514,21/12/2006,22:38:00,0.2,0.0,243.69,0.8,0.0,0.0,0.0
7515,21/12/2006,22:39:00,0.2,0.0,243.97,0.8,0.0,0.0,0.0
7516,21/12/2006,22:40:00,0.21,0.0,244.39,1.0,0.0,0.0,0.0
7517,21/12/2006,22:41:00,0.326,0.122,243.31,1.4,0.0,0.0,0.0
7518,21/12/2006,22:42:00,0.314,0.12,243.29,1.4,0.0,0.0,0.0
7519,21/12/2006,22:43:00,0.312,0.124,243.96,1.4,0.0,0.0,0.0
7520,21/12/2006,22:44:00,0.312,0.126,244.4,1.4,0.0,0.0,0.0
7521,21/12/2006,22:45:00,0.304,0.124,244.09,1.4,0.0,0.0,0.0
7522,21/12/2006,22:46:00,0.302,0.124,244.21,1.4,0.0,0.0,0.0
7523,21/12/2006,22:47:00,0.3,0.124,244.29,1.2,0.0,0.0,0.0
7524,21/12/2006,22:48:00,0.3,0.124,244.24,1.2,0.0,0.0,0.0
7525,21/12/2006,22:49:00,0.3,0.13,245.37,1.4,0.0,0.0,0.0
7526,21/12/2006,22:50:00,0.35,0.184,245.54,1.8,0.0,0.0,0.0
7527,21/12/2006,22:51:00,0.38,0.252,244.41,1.8,0.0,1.0,0.0
7528,21/12/2006,22:52:00,0.382,0.256,245.14,1.8,0.0,1.0,0.0
7529,21/12/2006,22:53:00,0.38,0.252,244.55,1.8,0.0,2.0,0.0
7530,21/12/2006,22:54:00,0.382,0.254,244.82,1.8,0.0,1.0,0.0
7531,21/12/2006,22:55:00,0.386,0.258,245.38,1.8,0.0,2.0,0.0
7532,21/12/2006,22:56:00,0.36,0.214,244.92,1.6,0.0,1.0,0.0
7533,21/12/2006,22:57:00,0.294,0.116,244.9,1.2,0.0,1.0,0.0
7534,21/12/2006,22:58:00,0.286,0.114,244.73,1.2,0.0,2.0,0.0
7535,21/12/2006,22:59:00,0.286,0.114,244.33,1.2,0.0,1.0,0.0
7536,21/12/2006,23:00:00,0.286,0.114,244.3,1.2,0.0,2.0,0.0
7537,21/12/2006,23:01:00,0.31,0.128,244.31,1.4,0.0,1.0,0.0
7538,21/12/2006,23:02:00,0.36,0.224,244.42,1.6,0.0,1.0,0.0
7539,21/12/2006,23:03:00,0.36,0.226,244.88,1.6,0.0,2.0,0.0
7540,21/12/2006,23:04:00,0.358,0.22,244.08,1.6,0.0,1.0,0.0
7541,21/12/2006,23:05:00,0.356,0.22,244.2,1.6,0.0,1.0,0.0
7542,21/12/2006,23:06:00,0.354,0.22,243.98,1.6,0.0,2.0,0.0
7543,21/12/2006,23:07:00,0.352,0.22,244.01,1.6,0.0,1.0,0.0
7544,21/12/2006,23:08:00,0.348,0.218,243.72,1.6,0.0,1.0,0.0
7545,21/12/2006,23:09:00,0.348,0.22,244.0,1.6,0.0,2.0,0.0
7546,21/12/2006,23:10:00,0.296,0.142,243.36,1.4,0.0,1.0,0.0
7547,21/12/2006,23:11:00,0.274,0.11,243.61,1.2,0.0,1.0,0.0
7548,21/12/2006,23:12:00,0.274,0.112,244.04,1.2,0.0,1.0,0.0
7549,21/12/2006,23:13:00,0.276,0.112,244.29,1.2,0.0,2.0,0.0
7550,21/12/2006,23:14:00,0.248,0.068,244.91,1.0,0.0,0.0,0.0
7551,21/12/2006,23:15:00,0.202,0.0,244.96,0.8,0.0,0.0,0.0
7552,21/12/2006,23:16:00,0.202,0.0,245.2,0.8,0.0,0.0,0.0
7553,21/12/2006,23:17:00,0.202,0.0,245.28,0.8,0.0,0.0,0.0
7554,21/12/2006,23:18:00,0.2,0.0,244.32,0.8,0.0,0.0,0.0
7555,21/12/2006,23:19:00,0.202,0.0,244.68,0.8,0.0,0.0,0.0
7556,21/12/2006,23:20:00,0.2,0.0,244.33,0.8,0.0,0.0,0.0
7557,21/12/2006,23:21:00,0.28,0.072,244.86,1.2,0.0,0.0,0.0
7558,21/12/2006,23:22:00,0.312,0.126,244.46,1.4,0.0,0.0,0.0
7559,21/12/2006,23:23:00,0.308,0.126,244.52,1.4,0.0,0.0,0.0
7560,21/12/2006,23:24:00,0.308,0.13,245.16,1.4,0.0,0.0,0.0
7561,21/12/2006,23:25:00,0.306,0.13,245.36,1.4,0.0,0.0,0.0
7562,21/12/2006,23:26:00,0.306,0.132,245.57,1.4,0.0,0.0,0.0
7563,21/12/2006,23:27:00,0.304,0.132,245.84,1.4,0.0,0.0,0.0
7564,21/12/2006,23:28:00,0.304,0.134,246.22,1.4,0.0,0.0,0.0
7565,21/12/2006,23:29:00,0.302,0.132,245.65,1.4,0.0,0.0,0.0
7566,21/12/2006,23:30:00,0.3,0.132,245.64,1.4,0.0,0.0,0.0
7567,21/12/2006,23:31:00,0.3,0.134,245.76,1.4,0.0,0.0,0.0
7568,21/12/2006,23:32:00,0.3,0.136,246.24,1.4,0.0,0.0,0.0
7569,21/12/2006,23:33:00,0.3,0.134,246.04,1.4,0.0,0.0,0.0
7570,21/12/2006,23:34:00,0.3,0.134,245.89,1.4,0.0,0.0,0.0
7571,21/12/2006,23:35:00,0.3,0.134,245.97,1.4,0.0,0.0,0.0
7572,21/12/2006,23:36:00,0.3,0.134,246.05,1.4,0.0,0.0,0.0
7573,21/12/2006,23:37:00,0.21,0.0,246.39,0.8,0.0,0.0,0.0
7574,21/12/2006,23:38:00,0.208,0.0,247.06,0.8,0.0,0.0,0.0
7575,21/12/2006,23:39:00,0.208,0.0,246.72,0.8,0.0,0.0,0.0
7576,21/12/2006,23:40:00,0.208,0.0,247.04,0.8,0.0,0.0,0.0
7577,21/12/2006,23:41:00,0.208,0.0,246.5,0.8,0.0,0.0,0.0
7578,21/12/2006,23:42:00,0.208,0.0,246.72,0.8,0.0,0.0,0.0
7579,21/12/2006,23:43:00,0.208,0.0,247.08,0.8,0.0,0.0,0.0
7580,21/12/2006,23:44:00,0.208,0.0,246.89,0.8,0.0,0.0,0.0
7581,21/12/2006,23:45:00,0.206,0.0,246.54,0.8,0.0,0.0,0.0
7582,21/12/2006,23:46:00,0.208,0.0,247.06,0.8,0.0,0.0,0.0
7583,21/12/2006,23:47:00,0.208,0.0,246.59,0.8,0.0,0.0,0.0
7584,21/12/2006,23:48:00,0.206,0.0,246.27,0.8,0.0,0.0,0.0
7585,21/12/2006,23:49:00,0.204,0.0,245.25,0.8,0.0,0.0,0.0
7586,21/12/2006,23:50:00,0.276,0.066,244.13,1.4,0.0,0.0,0.0
7587,21/12/2006,23:51:00,0.28,0.096,244.78,1.2,0.0,0.0,0.0
7588,21/12/2006,23:52:00,0.282,0.096,244.98,1.2,0.0,0.0,0.0
7589,21/12/2006,23:53:00,0.282,0.1,245.62,1.2,0.0,0.0,0.0
7590,21/12/2006,23:54:00,0.282,0.1,245.7,1.2,0.0,0.0,0.0
7591,21/12/2006,23:55:00,0.282,0.102,246.02,1.2,0.0,0.0,0.0
7592,21/12/2006,23:56:00,0.28,0.1,245.86,1.2,0.0,0.0,0.0
7593,21/12/2006,23:57:00,0.28,0.102,246.03,1.2,0.0,0.0,0.0
7594,21/12/2006,23:58:00,0.24,0.0,245.92,1.0,0.0,0.0,0.0
7595,21/12/2006,23:59:00,0.206,0.0,245.76,0.8,0.0,0.0,0.0
7596,22/12/2006,00:00:00,0.206,0.0,245.7,0.8,0.0,0.0,0.0
7597,22/12/2006,00:01:00,0.206,0.0,246.18,0.8,0.0,0.0,0.0
7598,22/12/2006,00:02:00,0.328,0.13,245.61,1.4,0.0,0.0,0.0
7599,22/12/2006,00:03:00,0.314,0.128,244.63,1.4,0.0,0.0,0.0
7600,22/12/2006,00:04:00,0.31,0.128,244.51,1.4,0.0,0.0,0.0
7601,22/12/2006,00:05:00,0.308,0.13,244.8,1.4,0.0,0.0,0.0
7602,22/12/2006,00:06:00,0.306,0.128,244.64,1.4,0.0,0.0,0.0
7603,22/12/2006,00:07:00,0.306,0.13,245.11,1.4,0.0,0.0,0.0
7604,22/12/2006,00:08:00,0.306,0.132,245.38,1.4,0.0,0.0,0.0
7605,22/12/2006,00:09:00,0.306,0.134,245.81,1.4,0.0,0.0,0.0
7606,22/12/2006,00:10:00,0.306,0.138,246.6,1.4,0.0,0.0,0.0
7607,22/12/2006,00:11:00,0.306,0.138,246.75,1.4,0.0,0.0,0.0
7608,22/12/2006,00:12:00,0.304,0.136,246.27,1.4,0.0,0.0,0.0
7609,22/12/2006,00:13:00,0.304,0.14,246.99,1.4,0.0,0.0,0.0
7610,22/12/2006,00:14:00,0.304,0.142,247.39,1.4,0.0,0.0,0.0
7611,22/12/2006,00:15:00,0.304,0.142,247.28,1.4,0.0,0.0,0.0
7612,22/12/2006,00:16:00,0.304,0.142,247.09,1.4,0.0,0.0,0.0
7613,22/12/2006,00:17:00,0.23,0.0,246.59,1.0,0.0,0.0,0.0
7614,22/12/2006,00:18:00,0.206,0.0,246.35,0.8,0.0,0.0,0.0
7615,22/12/2006,00:19:00,0.206,0.0,246.63,0.8,0.0,0.0,0.0
7616,22/12/2006,00:20:00,0.206,0.0,246.55,0.8,0.0,0.0,0.0
7617,22/12/2006,00:21:00,0.206,0.0,246.81,0.8,0.0,0.0,0.0
7618,22/12/2006,00:22:00,0.206,0.0,246.85,0.8,0.0,0.0,0.0
7619,22/12/2006,00:23:00,0.206,0.0,246.62,0.8,0.0,0.0,0.0
7620,22/12/2006,00:24:00,0.206,0.0,245.87,0.8,0.0,0.0,0.0
7621,22/12/2006,00:25:00,0.204,0.0,245.48,0.8,0.0,0.0,0.0
7622,22/12/2006,00:26:00,0.204,0.0,245.22,0.8,0.0,0.0,0.0
7623,22/12/2006,00:27:00,0.206,0.0,245.98,0.8,0.0,0.0,0.0
7624,22/12/2006,00:28:00,0.208,0.0,246.89,0.8,0.0,0.0,0.0
7625,22/12/2006,00:29:00,0.208,0.0,246.83,0.8,0.0,0.0,0.0
7626,22/12/2006,00:30:00,0.208,0.0,246.9,0.8,0.0,0.0,0.0
7627,22/12/2006,00:31:00,0.208,0.0,247.67,0.8,0.0,0.0,0.0
7628,22/12/2006,00:32:00,0.208,0.0,246.97,0.8,0.0,0.0,0.0
7629,22/12/2006,00:33:00,0.206,0.0,246.47,0.8,0.0,0.0,0.0
7630,22/12/2006,00:34:00,0.208,0.0,246.67,0.8,0.0,0.0,0.0
7631,22/12/2006,00:35:00,0.208,0.0,246.59,0.8,0.0,0.0,0.0
7632,22/12/2006,00:36:00,0.206,0.0,245.93,0.8,0.0,0.0,0.0
7633,22/12/2006,00:37:00,0.206,0.0,246.03,0.8,0.0,0.0,0.0
7634,22/12/2006,00:38:00,0.206,0.0,246.26,0.8,0.0,0.0,0.0
7635,22/12/2006,00:39:00,0.3,0.104,245.88,1.4,0.0,0.0,0.0
7636,22/12/2006,00:40:00,0.282,0.1,245.42,1.2,0.0,0.0,0.0
7637,22/12/2006,00:41:00,0.282,0.1,245.63,1.2,0.0,0.0,0.0
7638,22/12/2006,00:42:00,0.334,0.15,245.06,1.6,0.0,0.0,0.0
7639,22/12/2006,00:43:00,0.392,0.24,245.56,1.8,0.0,0.0,0.0
7640,22/12/2006,00:44:00,0.388,0.242,245.76,1.8,0.0,0.0,0.0
7641,22/12/2006,00:45:00,0.382,0.236,244.93,1.8,0.0,0.0,0.0
7642,22/12/2006,00:46:00,0.372,0.222,244.3,1.8,0.0,0.0,0.0
7643,22/12/2006,00:47:00,0.306,0.126,244.5,1.4,0.0,0.0,0.0
7644,22/12/2006,00:48:00,0.304,0.126,244.31,1.4,0.0,0.0,0.0
7645,22/12/2006,00:49:00,0.302,0.126,244.49,1.4,0.0,0.0,0.0
7646,22/12/2006,00:50:00,0.302,0.126,244.49,1.4,0.0,0.0,0.0
7647,22/12/2006,00:51:00,0.3,0.126,244.27,1.2,0.0,0.0,0.0
7648,22/12/2006,00:52:00,0.3,0.126,244.33,1.2,0.0,0.0,0.0
7649,22/12/2006,00:53:00,0.3,0.126,243.93,1.2,0.0,0.0,0.0
7650,22/12/2006,00:54:00,0.3,0.124,243.87,1.2,0.0,0.0,0.0
7651,22/12/2006,00:55:00,0.3,0.126,244.2,1.2,0.0,0.0,0.0
7652,22/12/2006,00:56:00,0.3,0.126,244.27,1.2,0.0,0.0,0.0
7653,22/12/2006,00:57:00,0.266,0.078,244.66,1.2,0.0,0.0,0.0
7654,22/12/2006,00:58:00,0.206,0.0,244.35,0.8,0.0,0.0,0.0
7655,22/12/2006,00:59:00,0.204,0.0,243.58,0.8,0.0,0.0,0.0
7656,22/12/2006,01:00:00,0.202,0.0,242.2,0.8,0.0,0.0,0.0
7657,22/12/2006,01:01:00,0.202,0.0,242.7,0.8,0.0,0.0,0.0
7658,22/12/2006,01:02:00,0.204,0.0,243.42,0.8,0.0,0.0,0.0
7659,22/12/2006,01:03:00,0.204,0.0,243.37,0.8,0.0,0.0,0.0
7660,22/12/2006,01:04:00,0.204,0.0,243.56,0.8,0.0,0.0,0.0
7661,22/12/2006,01:05:00,0.204,0.0,244.48,0.8,0.0,0.0,0.0
7662,22/12/2006,01:06:00,0.286,0.088,243.85,1.4,0.0,0.0,0.0
7663,22/12/2006,01:07:00,0.29,0.114,244.27,1.2,0.0,2.0,0.0
7664,22/12/2006,01:08:00,0.288,0.114,244.07,1.2,0.0,1.0,0.0
7665,22/12/2006,01:09:00,0.286,0.11,243.23,1.2,0.0,1.0,0.0
7666,22/12/2006,01:10:00,0.286,0.108,242.62,1.2,0.0,2.0,0.0
7667,22/12/2006,01:11:00,0.286,0.108,242.53,1.2,0.0,1.0,0.0
7668,22/12/2006,01:12:00,0.288,0.11,243.11,1.2,0.0,2.0,0.0
7669,22/12/2006,01:13:00,0.288,0.112,243.79,1.2,0.0,1.0,0.0
7670,22/12/2006,01:14:00,0.288,0.114,244.0,1.2,0.0,2.0,0.0
7671,22/12/2006,01:15:00,0.288,0.114,244.34,1.2,0.0,1.0,0.0
7672,22/12/2006,01:16:00,0.288,0.114,244.16,1.2,0.0,1.0,0.0
7673,22/12/2006,01:17:00,0.288,0.116,244.63,1.2,0.0,2.0,0.0
7674,22/12/2006,01:18:00,0.288,0.116,244.74,1.2,0.0,1.0,0.0
7675,22/12/2006,01:19:00,0.286,0.114,244.15,1.2,0.0,1.0,0.0
7676,22/12/2006,01:20:00,0.284,0.112,243.94,1.2,0.0,2.0,0.0
7677,22/12/2006,01:21:00,0.284,0.116,244.89,1.2,0.0,1.0,0.0
7678,22/12/2006,01:22:00,0.284,0.118,245.26,1.2,0.0,1.0,0.0
7679,22/12/2006,01:23:00,0.35,0.186,245.39,1.6,0.0,2.0,0.0
7680,22/12/2006,01:24:00,0.394,0.256,244.94,1.8,0.0,1.0,0.0
7681,22/12/2006,01:25:00,0.386,0.254,244.37,1.8,0.0,1.0,0.0
7682,22/12/2006,01:26:00,0.384,0.254,244.23,1.8,0.0,1.0,0.0
7683,22/12/2006,01:27:00,0.384,0.258,244.95,1.8,0.0,2.0,0.0
7684,22/12/2006,01:28:00,0.424,0.29,244.17,2.2,0.0,1.0,0.0
7685,22/12/2006,01:29:00,0.452,0.358,243.87,2.4,0.0,1.0,0.0
7686,22/12/2006,01:30:00,0.396,0.262,243.66,2.0,0.0,0.0,0.0
7687,22/12/2006,01:31:00,0.378,0.236,244.66,1.8,0.0,0.0,0.0
7688,22/12/2006,01:32:00,0.378,0.24,245.16,1.8,0.0,0.0,0.0
7689,22/12/2006,01:33:00,0.376,0.238,244.81,1.8,0.0,0.0,0.0
7690,22/12/2006,01:34:00,0.376,0.242,245.54,1.8,0.0,0.0,0.0
7691,22/12/2006,01:35:00,0.374,0.24,245.14,1.8,0.0,0.0,0.0
7692,22/12/2006,01:36:00,0.36,0.222,244.94,1.6,0.0,0.0,0.0
7693,22/12/2006,01:37:00,0.298,0.128,244.53,1.2,0.0,0.0,0.0
7694,22/12/2006,01:38:00,0.222,0.0,244.22,1.0,0.0,0.0,0.0
7695,22/12/2006,01:39:00,0.204,0.0,244.31,0.8,0.0,0.0,0.0
7696,22/12/2006,01:40:00,0.202,0.0,243.6,0.8,0.0,0.0,0.0
7697,22/12/2006,01:41:00,0.202,0.0,243.69,0.8,0.0,0.0,0.0
7698,22/12/2006,01:42:00,0.204,0.0,244.52,0.8,0.0,0.0,0.0
7699,22/12/2006,01:43:00,0.206,0.0,245.61,0.8,0.0,0.0,0.0
7700,22/12/2006,01:44:00,0.206,0.0,245.92,0.8,0.0,0.0,0.0
7701,22/12/2006,01:45:00,0.206,0.0,246.2,0.8,0.0,0.0,0.0
7702,22/12/2006,01:46:00,0.206,0.0,246.04,0.8,0.0,0.0,0.0
7703,22/12/2006,01:47:00,0.206,0.0,245.65,0.8,0.0,0.0,0.0
7704,22/12/2006,01:48:00,0.204,0.0,245.07,0.8,0.0,0.0,0.0
7705,22/12/2006,01:49:00,0.204,0.0,245.14,0.8,0.0,0.0,0.0
7706,22/12/2006,01:50:00,0.204,0.0,244.9,0.8,0.0,0.0,0.0
7707,22/12/2006,01:51:00,0.204,0.0,245.05,0.8,0.0,0.0,0.0
7708,22/12/2006,01:52:00,0.204,0.0,244.69,0.8,0.0,0.0,0.0
7709,22/12/2006,01:53:00,0.204,0.0,244.82,0.8,0.0,0.0,0.0
7710,22/12/2006,01:54:00,0.204,0.0,245.21,0.8,0.0,0.0,0.0
7711,22/12/2006,01:55:00,0.204,0.0,244.95,0.8,0.0,0.0,0.0
7712,22/12/2006,01:56:00,0.204,0.0,244.88,0.8,0.0,0.0,0.0
7713,22/12/2006,01:57:00,0.204,0.0,245.14,0.8,0.0,0.0,0.0
7714,22/12/2006,01:58:00,0.206,0.0,245.41,0.8,0.0,0.0,0.0
7715,22/12/2006,01:59:00,0.204,0.0,244.54,0.8,0.0,0.0,0.0
7716,22/12/2006,02:00:00,0.202,0.0,243.03,0.8,0.0,0.0,0.0
7717,22/12/2006,02:01:00,0.204,0.0,244.29,0.8,0.0,0.0,0.0
7718,22/12/2006,02:02:00,0.206,0.0,245.9,0.8,0.0,0.0,0.0
7719,22/12/2006,02:03:00,0.208,0.0,246.18,0.8,0.0,0.0,0.0
7720,22/12/2006,02:04:00,0.324,0.128,246.85,1.4,0.0,0.0,0.0
7721,22/12/2006,02:05:00,0.318,0.138,246.86,1.4,0.0,0.0,0.0
7722,22/12/2006,02:06:00,0.314,0.136,246.13,1.4,0.0,0.0,0.0
7723,22/12/2006,02:07:00,0.312,0.136,246.08,1.4,0.0,0.0,0.0
